"Pathway Id","Pathway Name","Reaction Id","Reaction Definition","Reaction Type","Reaction Substrates","Reaction Products","Enzyme Id","Enzyme Substrates","Enzyme Products","Notes"
"cge01100","Metabolic pathways","R04970","Hexadecanoyl-[acp] + NADP+ <=> trans-Hexadec-2-enoyl-[acp] + NADPH + H+","reversible","C05764 C00006","C05763 C00005 C00080","1.3.1.39","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04970","Hexadecanoyl-[acp] + NADP+ <=> trans-Hexadec-2-enoyl-[acp] + NADPH + H+","reversible","C05764 C00006","C05763 C00005 C00080","1.3.1.104","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04970","Hexadecanoyl-[acp] + NADP+ <=> trans-Hexadec-2-enoyl-[acp] + NADPH + H+","reversible","C05764 C00006","C05763 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04970","Hexadecanoyl-[acp] + NADP+ <=> trans-Hexadec-2-enoyl-[acp] + NADPH + H+","reversible","C05764 C00006","C05763 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04544","(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] <=> trans-Hexadec-2-enoyl-[acp] + H2O","reversible","C04633","C05763 C00001","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04544","(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] <=> trans-Hexadec-2-enoyl-[acp] + H2O","reversible","C04633","C05763 C00001","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04544","(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] <=> trans-Hexadec-2-enoyl-[acp] + H2O","reversible","C04633","C05763 C00001","4.2.1.59","C01271","C00693 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04543","(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexadecanoyl-[acp] + NADPH + H+","reversible","C04633 C00006","C05762 C00005 C00080","1.1.1.100","C01271 C00006","C00685 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04543","(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexadecanoyl-[acp] + NADPH + H+","reversible","C04633 C00006","C05762 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04543","(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexadecanoyl-[acp] + NADPH + H+","reversible","C04633 C00006","C05762 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04968","Tetradecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxohexadecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05761 C01209","C05762 C00011 C00229","2.3.1.41","C00173 C01209","C00685 C00011 C00229","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04968","Tetradecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxohexadecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05761 C01209","C05762 C00011 C00229","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04968","Tetradecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxohexadecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05761 C01209","C05762 C00011 C00229","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04968","Tetradecanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxohexadecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05761 C01209","C05762 C00011 C00229","2.3.1.179","C01209","C00011 C00229",""
"cge01100","Metabolic pathways","R04966","Tetradecanoyl-[acp] + NAD+ <=> trans-Tetradec-2-enoyl-[acp] + NADH + H+","reversible","C05761 C00003","C05760 C00004 C00080","1.3.1.9","C00173 C00003","C00693 C00004 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04967","Tetradecanoyl-[acp] + NADP+ <=> trans-Tetradec-2-enoyl-[acp] + NADPH + H+","reversible","C05761 C00006","C05760 C00005 C00080","1.3.1.10","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04967","Tetradecanoyl-[acp] + NADP+ <=> trans-Tetradec-2-enoyl-[acp] + NADPH + H+","reversible","C05761 C00006","C05760 C00005 C00080","1.3.1.39","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04967","Tetradecanoyl-[acp] + NADP+ <=> trans-Tetradec-2-enoyl-[acp] + NADPH + H+","reversible","C05761 C00006","C05760 C00005 C00080","1.3.1.104","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04967","Tetradecanoyl-[acp] + NADP+ <=> trans-Tetradec-2-enoyl-[acp] + NADPH + H+","reversible","C05761 C00006","C05760 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04967","Tetradecanoyl-[acp] + NADP+ <=> trans-Tetradec-2-enoyl-[acp] + NADPH + H+","reversible","C05761 C00006","C05760 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04568","(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> trans-Tetradec-2-enoyl-[acp] + H2O","reversible","C04688","C05760 C00001","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04568","(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> trans-Tetradec-2-enoyl-[acp] + H2O","reversible","C04688","C05760 C00001","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04568","(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> trans-Tetradec-2-enoyl-[acp] + H2O","reversible","C04688","C05760 C00001","4.2.1.59","C01271","C00693 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04566","(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxotetradecanoyl-[acp] + NADPH + H+","reversible","C04688 C00006","C05759 C00005 C00080","1.1.1.100","C01271 C00006","C00685 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04566","(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxotetradecanoyl-[acp] + NADPH + H+","reversible","C04688 C00006","C05759 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04566","(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxotetradecanoyl-[acp] + NADPH + H+","reversible","C04688 C00006","C05759 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04726","Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05223 C01209","C05759 C00011 C00229","2.3.1.41","C00173 C01209","C00685 C00011 C00229","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04726","Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05223 C01209","C05759 C00011 C00229","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04726","Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05223 C01209","C05759 C00011 C00229","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04726","Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05223 C01209","C05759 C00011 C00229","2.3.1.179","C01209","C00011 C00229",""
"cge01100","Metabolic pathways","R04724","Dodecanoyl-[acyl-carrier protein] + NAD+ <=> trans-Dodec-2-enoyl-[acp] + NADH + H+","reversible","C05223 C00003","C05758 C00004 C00080","1.3.1.9","C00173 C00003","C00693 C00004 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04725","Dodecanoyl-[acyl-carrier protein] + NADP+ <=> trans-Dodec-2-enoyl-[acp] + NADPH + H+","reversible","C05223 C00006","C05758 C00005 C00080","1.3.1.10","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04725","Dodecanoyl-[acyl-carrier protein] + NADP+ <=> trans-Dodec-2-enoyl-[acp] + NADPH + H+","reversible","C05223 C00006","C05758 C00005 C00080","1.3.1.39","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04725","Dodecanoyl-[acyl-carrier protein] + NADP+ <=> trans-Dodec-2-enoyl-[acp] + NADPH + H+","reversible","C05223 C00006","C05758 C00005 C00080","1.3.1.104","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04725","Dodecanoyl-[acyl-carrier protein] + NADP+ <=> trans-Dodec-2-enoyl-[acp] + NADPH + H+","reversible","C05223 C00006","C05758 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04725","Dodecanoyl-[acyl-carrier protein] + NADP+ <=> trans-Dodec-2-enoyl-[acp] + NADPH + H+","reversible","C05223 C00006","C05758 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04965","(R)-3-Hydroxydodecanoyl-[acp] <=> trans-Dodec-2-enoyl-[acp] + H2O","reversible","C05757","C05758 C00001","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04965","(R)-3-Hydroxydodecanoyl-[acp] <=> trans-Dodec-2-enoyl-[acp] + H2O","reversible","C05757","C05758 C00001","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04965","(R)-3-Hydroxydodecanoyl-[acp] <=> trans-Dodec-2-enoyl-[acp] + H2O","reversible","C05757","C05758 C00001","4.2.1.59","C01271","C00693 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04964","(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] + NADPH + H+","reversible","C05757 C00006","C05756 C00005 C00080","1.1.1.100","C01271 C00006","C00685 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04964","(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] + NADPH + H+","reversible","C05757 C00006","C05756 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04964","(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] + NADPH + H+","reversible","C05757 C00006","C05756 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04963","Decanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05755 C01209","C05756 C00011 C00229","2.3.1.41","C00173 C01209","C00685 C00011 C00229","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04963","Decanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05755 C01209","C05756 C00011 C00229","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04963","Decanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05755 C01209","C05756 C00011 C00229","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04963","Decanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxododecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05755 C01209","C05756 C00011 C00229","2.3.1.179","C01209","C00011 C00229",""
"cge01100","Metabolic pathways","R04961","Decanoyl-[acp] + NAD+ <=> trans-Dec-2-enoyl-[acp] + NADH + H+","reversible","C05755 C00003","C05754 C00004 C00080","1.3.1.9","C00173 C00003","C00693 C00004 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04962","Decanoyl-[acp] + NADP+ <=> trans-Dec-2-enoyl-[acp] + NADPH + H+","reversible","C05755 C00006","C05754 C00005 C00080","1.3.1.10","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04962","Decanoyl-[acp] + NADP+ <=> trans-Dec-2-enoyl-[acp] + NADPH + H+","reversible","C05755 C00006","C05754 C00005 C00080","1.3.1.39","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04962","Decanoyl-[acp] + NADP+ <=> trans-Dec-2-enoyl-[acp] + NADPH + H+","reversible","C05755 C00006","C05754 C00005 C00080","1.3.1.104","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04962","Decanoyl-[acp] + NADP+ <=> trans-Dec-2-enoyl-[acp] + NADPH + H+","reversible","C05755 C00006","C05754 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04962","Decanoyl-[acp] + NADP+ <=> trans-Dec-2-enoyl-[acp] + NADPH + H+","reversible","C05755 C00006","C05754 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04535","(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] <=> trans-Dec-2-enoyl-[acp] + H2O","reversible","C04619","C05754 C00001","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04535","(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] <=> trans-Dec-2-enoyl-[acp] + H2O","reversible","C04619","C05754 C00001","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04535","(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] <=> trans-Dec-2-enoyl-[acp] + H2O","reversible","C04619","C05754 C00001","4.2.1.59","C01271","C00693 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04534","(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxodecanoyl-[acp] + NADPH","reversible","C04619 C00006","C05753 C00005","1.1.1.100","C01271 C00006","C00685 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04534","(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxodecanoyl-[acp] + NADPH","reversible","C04619 C00006","C05753 C00005","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04534","(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxodecanoyl-[acp] + NADPH","reversible","C04619 C00006","C05753 C00005","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04960","Octanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxodecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05752 C01209","C05753 C00011 C00229","2.3.1.41","C00173 C01209","C00685 C00011 C00229","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04960","Octanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxodecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05752 C01209","C05753 C00011 C00229","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04960","Octanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxodecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05752 C01209","C05753 C00011 C00229","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04960","Octanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxodecanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05752 C01209","C05753 C00011 C00229","2.3.1.179","C01209","C00011 C00229",""
"cge01100","Metabolic pathways","R04958","Octanoyl-[acp] + NAD+ <=> trans-Oct-2-enoyl-[acp] + NADH + H+","reversible","C05752 C00003","C05751 C00004 C00080","1.3.1.9","C00173 C00003","C00693 C00004 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04959","Octanoyl-[acp] + NADP+ <=> trans-Oct-2-enoyl-[acp] + NADPH + H+","reversible","C05752 C00006","C05751 C00005 C00080","1.3.1.10","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04959","Octanoyl-[acp] + NADP+ <=> trans-Oct-2-enoyl-[acp] + NADPH + H+","reversible","C05752 C00006","C05751 C00005 C00080","1.3.1.39","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04959","Octanoyl-[acp] + NADP+ <=> trans-Oct-2-enoyl-[acp] + NADPH + H+","reversible","C05752 C00006","C05751 C00005 C00080","1.3.1.104","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04959","Octanoyl-[acp] + NADP+ <=> trans-Oct-2-enoyl-[acp] + NADPH + H+","reversible","C05752 C00006","C05751 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04959","Octanoyl-[acp] + NADP+ <=> trans-Oct-2-enoyl-[acp] + NADPH + H+","reversible","C05752 C00006","C05751 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04537","(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] <=> trans-Oct-2-enoyl-[acp] + H2O","reversible","C04620","C05751 C00001","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04537","(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] <=> trans-Oct-2-enoyl-[acp] + H2O","reversible","C04620","C05751 C00001","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04537","(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] <=> trans-Oct-2-enoyl-[acp] + H2O","reversible","C04620","C05751 C00001","4.2.1.59","C01271","C00693 C00001","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04536","(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxooctanoyl-[acp] + NADPH + H+","reversible","C04620 C00006","C05750 C00005 C00080","1.1.1.100","C01271 C00006","C00685 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04536","(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxooctanoyl-[acp] + NADPH + H+","reversible","C04620 C00006","C05750 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04536","(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxooctanoyl-[acp] + NADPH + H+","reversible","C04620 C00006","C05750 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04957","Hexanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxooctanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05749 C01209","C05750 C00011 C00229","2.3.1.41","C00173 C01209","C00685 C00011 C00229","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04957","Hexanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxooctanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05749 C01209","C05750 C00011 C00229","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04957","Hexanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxooctanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05749 C01209","C05750 C00011 C00229","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04957","Hexanoyl-[acp] + Malonyl-[acyl-carrier protein] <=> 3-Oxooctanoyl-[acp] + CO2 + Acyl-carrier protein","reversible","C05749 C01209","C05750 C00011 C00229","2.3.1.179","C01209","C00011 C00229",""
"cge01100","Metabolic pathways","R04955","Hexanoyl-[acp] + NAD+ <=> trans-Hex-2-enoyl-[acp] + NADH + H+","reversible","C05749 C00003","C05748 C00004 C00080","1.3.1.9","C00173 C00003","C00693 C00004 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04956","Hexanoyl-[acp] + NADP+ <=> trans-Hex-2-enoyl-[acp] + NADPH + H+","reversible","C05749 C00006","C05748 C00005 C00080","1.3.1.10","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04956","Hexanoyl-[acp] + NADP+ <=> trans-Hex-2-enoyl-[acp] + NADPH + H+","reversible","C05749 C00006","C05748 C00005 C00080","1.3.1.39","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04956","Hexanoyl-[acp] + NADP+ <=> trans-Hex-2-enoyl-[acp] + NADPH + H+","reversible","C05749 C00006","C05748 C00005 C00080","1.3.1.104","C00173 C00006","C00693 C00005 C00080","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04956","Hexanoyl-[acp] + NADP+ <=> trans-Hex-2-enoyl-[acp] + NADPH + H+","reversible","C05749 C00006","C05748 C00005 C00080","2.3.1.85","C00024 C00083 C00005 C00080","C00638 C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
"cge01100","Metabolic pathways","R04956","Hexanoyl-[acp] + NADP+ <=> trans-Hex-2-enoyl-[acp] + NADPH + H+","reversible","C05749 C00006","C05748 C00005 C00080","2.3.1.86","C00024 C00083 C00005 C00080","C00010 C00011 C00006","Enzyme references substrates missing from its reaction. Enzyme references products missing from its reaction. "
